age,workclass,fnlwgt
29,Self-emp-inc,206903
67,Self-emp-not-inc,191380
20,Private,191910
21,Private,145119
20,Private,130840
42,Private,33126
20,Private,334105
19,Local-gov,354104
34,Private,111985
40,Local-gov,321187
33,Private,138142
36,Private,296999
43,Private,155106
41,Local-gov,174491
34,State-gov,173266
33,Private,25610
47,Private,187563
41,Private,196344
40,Private,205047
28,Private,715938
62,Self-emp-not-inc,224520
29,Private,229656
46,Private,97883
28,Private,131298
57,Federal-gov,197875
22,Private,172766
28,Local-gov,175796
24,Private,51973
54,Self-emp-not-inc,28186
22,Private,291979
36,State-gov,180752
50,Private,234657
18,Private,39411
52,State-gov,334273
41,Private,192779
21,?,105312
36,Private,171676
34,Self-emp-not-inc,182714
21,Private,231866
46,Private,102102
57,?,50248
61,Local-gov,195519
22,State-gov,34310
33,?,314913
36,State-gov,747719
43,Local-gov,188280
25,Private,110978
17,Private,79682
45,Private,294671
30,Private,340899
40,Private,192259
31,Local-gov,190228
42,Private,118947
53,Private,55861
37,Private,238433
37,State-gov,166744
54,Private,144586
36,Private,134367
46,Private,133616
46,Private,203039
32,Private,217460
17,Private,106733
42,State-gov,212027
37,Local-gov,126569
29,Private,289960
54,Private,174102
38,Private,181716
46,Local-gov,172822
24,Private,293091
57,Private,107443
59,Private,95283
33,Private,65278
35,Private,220943
53,Private,257940
26,Private,134945
55,Self-emp-not-inc,105582
46,Private,169324
44,State-gov,98989
30,Self-emp-not-inc,113838
24,Private,143436
32,Private,143604
35,Private,226311
67,Private,94610
56,Self-emp-not-inc,26716
26,Private,160261
46,Private,117310
52,Private,154342
38,Self-emp-not-inc,89202
31,Private,174704
53,Private,153486
27,Private,360097
39,Private,230356
22,Private,163870
37,Private,199753
20,Private,333505
60,Local-gov,149281
51,Private,138514
57,Federal-gov,66504
59,Private,206487
37,Private,170020
35,Private,217605
43,Private,145711
17,Private,169155
45,Private,34127
18,Private,110142
52,Private,222646
18,Private,182643
20,Private,303565
34,Private,140092
19,Private,178811
18,?,267399
17,Local-gov,192387
30,Federal-gov,127610
29,Private,258862
30,Private,225231
18,Private,174926
50,State-gov,238187
22,Private,191444
21,Private,198822
39,Self-emp-not-inc,251323
20,Private,168187
62,Private,370881
32,Private,198183
38,Private,210610
32,Private,269182
55,Private,141727
38,Private,185848
34,Private,46746
28,Private,120475
26,Private,135845
41,Private,310255
61,State-gov,379885
75,Self-emp-not-inc,31428
21,Private,211013
50,Private,175029
49,Self-emp-inc,119539
26,Private,247025
39,Private,252327
24,Self-emp-not-inc,375313
56,Private,107165
17,Private,108470
37,Private,150057
23,Private,189468
28,?,198393
57,Self-emp-not-inc,181031
42,Local-gov,569930
25,Private,27411
22,Private,147397
39,Private,242922
54,Private,154949
41,Self-emp-inc,423217
43,Federal-gov,195385
19,Private,100009
35,Private,191628
34,Private,340880
19,Private,207173
33,Private,48010
33,Private,229051
49,Private,193366
31,Private,57781
69,?,121136
41,Private,433989
24,Private,136687
45,State-gov,154117
63,Private,294009
75,Private,239038
34,Private,244064
69,Private,128348
33,Private,66278
44,Private,162643
45,Private,179659
18,Private,205218
48,Private,154033
43,Private,158528
26,Private,366219
35,Private,301862
34,Private,228406
48,Private,120131
54,Local-gov,127943
57,Private,301514
21,Private,156980
28,Private,124685
51,Private,305673
34,Local-gov,31391
41,Local-gov,33658
21,Private,211391
26,Private,402998
66,Private,78855
40,Private,320451
48,Private,49278
44,?,248876
41,Private,242586
41,Private,359696
55,Local-gov,296085
43,Private,233130
51,Private,189511
31,Private,124420
30,Self-emp-not-inc,67072
51,Private,194908
31,Local-gov,94991
18,Private,194561
60,Private,75726
29,Private,60722
33,Private,59944
34,Private,220840
40,Self-emp-inc,104235
57,Private,142714
55,Local-gov,110490
40,Self-emp-not-inc,154076
26,State-gov,130557
29,Private,107108
30,Private,207172
29,Private,304595
43,Private,475322
65,Private,107620
19,Private,301911
35,Private,267866
28,Private,269786
34,Private,167474
61,Private,115023
63,Local-gov,86590
47,State-gov,187087
31,Private,184307
18,Private,225859
29,Private,57889
59,Private,157932
50,Private,187830
49,Private,251180
60,Private,317083
35,Self-emp-not-inc,190895
48,Federal-gov,328606
21,?,403860
41,Private,215479
56,Private,157639
26,Private,152129
53,Private,239284
23,Private,234302
58,Private,218724
61,Private,106330
29,Private,35032
22,Private,234641
43,Private,170730
31,Private,218322
90,Private,47929
53,Private,142411
22,?,219122
55,Private,132887
34,State-gov,44464
28,Private,180928
22,?,199426
36,Private,139703
33,Private,202642
17,Private,160049
38,Private,239755
60,Private,152369
34,Private,42900
72,?,117017
57,Private,175017
39,Private,342642
50,Self-emp-not-inc,143730
45,Private,191098
37,Private,208106
27,Private,167737
43,Private,315971
41,Private,142717
20,Private,190227
44,Private,79864
50,Private,34067
54,Private,222882
31,Private,44464
33,Private,256062
22,Private,251073
46,Private,149949
30,Private,165235
22,?,243190
59,?,160662
57,Self-emp-not-inc,175942
26,Private,212793
52,Local-gov,153312
55,Local-gov,173296
47,Private,120131
19,Private,117444
26,Private,226196
44,Private,202872
42,Private,176716
39,Private,82540
17,?,41643
26,Private,197292
26,Private,76491
50,Self-emp-inc,101094
46,Self-emp-not-inc,119944
18,Private,141626
26,Private,122575
32,Private,194740
50,Private,263200
47,Local-gov,140644
52,Private,202115
25,Federal-gov,27142
42,Local-gov,318046
53,Private,276369
30,Private,67187
23,Private,133582
23,Private,216672
32,Private,45796
29,Self-emp-inc,31778
40,Private,190044
45,State-gov,144351
17,?,172145
55,Private,193130
59,Local-gov,140478
56,Private,122390
23,Private,116830
37,Local-gov,117683
25,Private,106491
22,?,39803
27,Private,363053
21,Private,54472
47,Local-gov,200471
38,Private,54317
62,Local-gov,113443
27,Private,159623
25,?,161235
27,Private,247978
40,Private,305846
22,Self-emp-not-inc,214014
33,Private,226525
28,Private,247819
28,Private,194940
29,Private,289991
46,Private,585361
30,Private,91145
65,?,231604
28,Private,273269
39,Private,202683
35,Private,159179
50,Private,28952
25,?,214925
63,Private,163708
56,Private,200235
46,Private,109209
19,Private,166153
56,Local-gov,268213
31,Private,69056
51,State-gov,237141
17,Private,277541
27,Local-gov,289039
30,Private,134737
18,Private,56613
41,Private,36699
40,Local-gov,333530
35,Private,185366
29,Private,154017
27,Private,215504
25,Private,222539
53,Private,191565
53,Private,111939
26,State-gov,53903
41,Private,146659
28,Private,194200
48,State-gov,78529
22,Private,194829
40,Federal-gov,330174
52,Self-emp-inc,230767
53,Local-gov,137250
40,Private,254478
57,Private,300908
53,Self-emp-not-inc,187830
23,Private,201138
31,Self-emp-not-inc,44503
20,Private,381357
25,Private,311124
37,Private,96330
50,Private,228238
34,Self-emp-not-inc,56964
37,Private,127772
52,Private,386397
29,Self-emp-not-inc,404998
49,Private,34545
31,Private,157886
47,Private,101299
51,Self-emp-not-inc,134447
27,Private,191822
23,Private,70919
55,Private,266343
28,Private,87239
31,Local-gov,236487
30,Private,224147
23,Private,197200
19,Private,124265
22,Private,79980
50,Private,128814
64,?,208862
21,Private,51262
75,Self-emp-inc,98116
29,Private,82393
47,Private,57534
20,Private,218962
33,Private,204752
45,Private,243631
41,Private,170299
23,Private,60331
38,Private,269318
67,State-gov,132819
21,Private,119665
38,Private,150057
31,Private,128567
19,?,230874
59,Self-emp-not-inc,148526
36,Private,160192
50,Local-gov,74660
60,Self-emp-inc,142494
30,Private,122042
28,Self-emp-inc,37088
36,Private,61778
21,?,176356
27,Private,123302
18,Private,89760
44,Local-gov,165304
56,Private,104945
51,Self-emp-inc,192973
48,Private,97863
31,Private,73585
35,Private,29145
35,Private,175232
36,Private,325374
47,Self-emp-not-inc,107231
23,Private,129345
21,Private,228395
49,Private,452402
51,Self-emp-inc,338260
46,Private,165138
31,Private,109055
27,Private,193122
56,?,425497
48,Private,191858
30,Private,297155
29,Local-gov,181282
50,Federal-gov,111700
18,Private,35065
37,Private,298539
51,Self-emp-not-inc,95435
31,Private,162160
29,Private,176037
39,Private,314007
48,Private,197683
44,Private,242521
39,Private,290321
22,Local-gov,44064
27,?,174163
42,Private,374790
18,Private,231562
27,Private,376150
51,Private,99987
27,Self-emp-not-inc,120126
60,Self-emp-not-inc,33717
36,Private,132879
45,Private,304570
40,Private,100292
63,Private,117473
41,Private,239833
53,?,155233
34,Private,130369
34,Private,347166
31,Private,502752
22,State-gov,255575
49,Private,277946
43,?,214541
36,Private,143123
27,Private,69132
52,Self-emp-not-inc,34973
29,Private,236992
27,Private,492263
42,Private,180019
49,Self-emp-not-inc,47086
24,Private,222853
22,Private,344176
30,Self-emp-not-inc,223212
28,Private,110981
20,Private,162688
45,Self-emp-inc,181307
39,Private,148903
43,Private,306440
18,Private,210311
53,Private,127117
74,Private,54732
39,Private,271521
33,?,216908
49,Private,543922
21,Private,766115
65,?,52728
39,Private,284166
49,Private,122206
20,?,95989
47,Private,334039
46,Self-emp-not-inc,225456
29,Private,112847
61,Self-emp-not-inc,171840
48,Private,180695
44,Private,121012
37,Self-emp-inc,126569
45,Private,227791
51,Self-emp-not-inc,290290
33,Local-gov,251521
55,Self-emp-not-inc,41938
25,Private,27678
26,Private,133756
54,Private,215990
38,Private,461337
39,Local-gov,344855
20,State-gov,214542
30,Private,258170
29,Federal-gov,242147
42,Private,235700
24,Private,278130
36,Private,261241
60,Private,85995
42,Private,340885
42,Private,152889
46,Private,195023
52,State-gov,109600
27,?,249463
43,Private,158177
43,State-gov,47818
27,Private,391468
52,Local-gov,199995
31,Private,231043
38,?,281768
44,Private,267790
27,Private,217379
50,Private,421561
23,Private,50953
22,Private,138504
36,State-gov,177064
24,Private,103064
59,Private,184493
39,Private,104089
23,Private,149204
37,Private,405284
25,Local-gov,137296
40,Private,87771
38,State-gov,125499
31,Private,59083
28,Local-gov,138332
24,Private,198914
46,Local-gov,238162
29,Private,123677
38,Federal-gov,325538
53,Private,251063
33,Private,51471
39,Private,175681
44,Private,165599
46,Private,149640
30,Private,143526
24,Private,211160
29,Private,342989
62,Self-emp-not-inc,173631
25,Private,141876
45,Private,137604
21,Private,129232
64,Federal-gov,271550
39,Private,456922
60,Private,232242
35,Private,352188
27,Private,114967
41,Private,201981
32,State-gov,159247
24,Private,125905
32,Private,186824
42,Local-gov,121012
58,Private,110844
23,Private,143003
31,Federal-gov,59732
28,Private,178489
41,?,252127
37,Private,109633
19,Private,160811
27,Self-emp-not-inc,365110
61,Self-emp-not-inc,113080
39,Private,206074
25,Private,173062
58,Private,117273
27,Self-emp-not-inc,153805
51,Private,293802
43,Local-gov,153132
46,Private,166809
67,?,34122
50,Local-gov,231725
20,Private,63210
35,Private,108293
57,Private,116878
40,Private,110622
42,Local-gov,180318
67,Self-emp-inc,112318
47,Private,252079
30,Private,27153
26,Private,73312
51,Private,145409
38,Private,167882
24,Private,236696
48,Self-emp-not-inc,28791
34,State-gov,118551
70,Private,187292
35,Private,189922
61,?,584259
26,Private,173992
64,Private,253759
26,Private,111243
39,Self-emp-not-inc,147850
55,Private,171015
23,Private,118023
33,Self-emp-not-inc,361497
31,Private,137290
28,Local-gov,401886
50,Private,201882
26,Local-gov,30793
44,Federal-gov,139161
51,Private,210736
34,Private,167781
37,Private,103986
29,Private,144592
24,Private,493034
27,Private,184078
44,Private,191814
24,Private,329852
54,Private,223660
47,Private,177087
30,Private,143766
35,Private,234271
39,Federal-gov,314822
42,Private,195584
70,Self-emp-inc,207938
41,Private,126850
36,Private,279485
44,Private,267717
42,?,175935
20,Private,163665
29,Private,200468
27,Private,91501
30,Private,182771
59,Self-emp-not-inc,56392
31,Private,20511
21,Private,538822
26,Private,332008
57,Self-emp-inc,220789
59,Self-emp-not-inc,114760
87,?,90338
25,Private,181576
39,Private,198841
53,Private,53197
32,State-gov,542265
38,Private,193026
21,Private,25505
17,Private,375657
44,Private,201599
23,Private,181820
57,Private,334224
30,State-gov,54318
51,Self-emp-not-inc,141388
54,Self-emp-not-inc,57101
44,Private,168515
60,Private,163665
28,Private,207513
39,Private,293291
55,Private,70088
36,Private,199346
55,Local-gov,143949
33,Private,207201
30,Private,430283
40,Local-gov,293809
30,Private,378009
40,Private,226608
24,Private,314182
18,Private,170544
18,Private,94196
49,Private,193047
42,Private,112607
28,Local-gov,146949
32,Private,309513
48,Self-emp-not-inc,191389
24,Private,213902
73,Self-emp-not-inc,46514
35,Private,75855
23,Private,38707
19,Private,188568
27,Private,215014
27,Private,184477
41,Self-emp-not-inc,204235
31,Private,39054
64,Self-emp-inc,272531
45,Private,358701
47,Private,217750
22,Private,200374
24,Private,498349
69,State-gov,170458
40,Self-emp-not-inc,57233
45,Private,188432
47,Self-emp-not-inc,33300
31,Private,225779
48,Private,46677
41,Private,227968
34,Private,85355
48,Private,207120
28,Local-gov,229223
20,Private,224640
39,Private,139012
40,Federal-gov,130749
28,Private,204516
20,Private,105479
41,Private,197093
49,Self-emp-inc,431245
24,Private,155150
35,State-gov,216035
22,Private,388247
23,Private,208908
23,Private,259301
42,Self-emp-not-inc,69333
34,Private,167893
32,Federal-gov,386877
54,Private,146551
48,Private,238360
38,Private,187748
48,State-gov,50748
22,Private,50136
42,Private,111483
31,Private,298871
27,Private,147340
57,Private,132704
46,State-gov,327786
44,Federal-gov,243636
42,Local-gov,194417
24,Private,236696
38,Private,337130
29,Private,273051
38,Private,186191
33,Private,268451
61,Private,154600
49,Local-gov,405309
51,Self-emp-not-inc,99185
42,Private,191765
21,Private,253583
29,?,297054
54,Private,204397
23,Private,288771
52,Private,173987
28,Local-gov,33662
23,Private,91658
43,Private,226902
45,Private,232586
51,Self-emp-not-inc,291755
29,?,207032
23,Private,161478
73,Self-emp-not-inc,109833
47,Self-emp-not-inc,229394
61,?,69285
26,Private,491862
40,Private,311534
32,Self-emp-not-inc,420895
39,Private,226374
33,Federal-gov,101345
35,Private,48779
42,Private,152676
46,Private,164877
33,Private,97521
47,Private,88564
33,Private,188246
26,Private,189185
42,State-gov,163069
28,Private,251905
29,Private,112403
18,Private,36882
33,Self-emp-not-inc,195891
36,Private,194905
33,Private,133503
40,Private,31621
57,Self-emp-not-inc,413373
40,Private,196029
36,Private,107302
45,Private,151267
52,Private,256861
24,Private,82777
30,Private,147430
28,?,60726
46,Self-emp-not-inc,165754
36,Private,448337
48,Private,185079
36,Private,418702
48,Private,41504
21,Private,387335
18,Private,261720
38,Private,133963
66,?,357750
36,State-gov,179488
38,Private,60135
55,Self-emp-not-inc,308746
27,Private,278720
22,State-gov,477505
29,Private,164711
40,Private,208277
21,Private,39943
49,Private,104542
29,Private,286634
28,Private,142712
26,Private,336404
33,Private,117983
72,?,108796
59,Private,59469
37,Private,171968
56,?,119254
27,Private,278617
39,Private,72338
49,Local-gov,343231
30,Private,63910
28,Private,190350
25,State-gov,176162
18,Private,37720
25,Private,421467
36,Private,138441
52,Private,146767
20,?,369678
25,Private,160445
26,Private,211695
50,Private,102346
48,Private,128796
39,Private,111129
30,Local-gov,44566
26,Private,118497
36,Private,334291
49,Private,237920
34,Local-gov,136331
28,Private,187397
28,Self-emp-not-inc,119793
42,Private,24982
26,Self-emp-not-inc,231714
54,Private,229272
66,?,68219
61,Self-emp-not-inc,268831
45,Self-emp-not-inc,149640
29,Private,261725
74,Private,161387
61,Local-gov,260167
27,Private,200928
53,Federal-gov,155594
57,Self-emp-not-inc,79539
41,Private,469454
45,Private,331482
43,Private,225193
26,?,370727
29,Private,82393
65,?,37170
41,Private,58484
31,Local-gov,156464
50,Private,344621
52,Private,174752
18,Self-emp-inc,174202
26,Private,261203
57,Private,316000
63,State-gov,216871
29,Private,246933
32,Self-emp-not-inc,112115
34,Private,264651
43,Private,99185
39,Private,176186
28,Private,100219
32,Private,46691
28,State-gov,297735
40,Private,132222
25,Private,189656
54,Local-gov,224934
48,Self-emp-inc,149218
51,Private,158508
67,State-gov,261203
17,Private,309504
24,State-gov,324637
25,Private,267426
68,?,229016
54,Private,46401
32,Private,114288
61,?,203849
41,Federal-gov,193882
53,Private,311269
45,Private,156117
